song,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,84,54,51,47,0,12,40
69,"Nicky Jam, Feid",2,2023,5,18,1134,22,79,58,62,11,0,11,23
Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,77,84,71,35,0,15,4
Every Summertime,NIKI,1,2021,8,10,1211,2,63,76,67,38,0,6,4
UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,80,38,88,11,0,11,5
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,52,73,91,0,0,11,7
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,44,8,20,74,42,11,3
Slut Me Out,NLE Choppa,1,2022,4,22,816,4,94,71,61,12,0,53,42
O.O,NMIXX,1,2022,2,22,290,0,39,28,77,4,0,6,29
Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,83,25,69,4,0,23,12
The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,59,56,63,12,0,6,36
Life Goes On,Oliver Tree,1,2020,7,17,2868,0,70,57,49,19,0,12,8
vampire,Olivia Rodrigo,1,2023,6,30,1397,113,51,32,53,17,0,31,6
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,56,68,66,28,0,11,18
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,59,21,43,76,0,10,7
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,44,22,60,61,0,42,9
happier,Olivia Rodrigo,1,2021,5,21,3069,4,39,36,45,81,0,8,13
favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,40,19,29,86,0,34,4
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,70,71,58,24,0,7,13
Night Changes,One Direction,1,2014,11,17,7124,18,67,40,52,86,0,12,4
I Ain't Worried,OneRepublic,1,2022,5,13,8431,76,71,82,81,11,0,6,5
Counting Stars,OneRepublic,1,2013,1,1,29215,43,66,48,71,6,0,12,4
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,70,37,54,6,0,9,8
KU LO SA - A COLORS SHOW,Oxlade,1,2022,6,10,2019,8,65,79,66,31,0,22,7
Hey Mor,"Ozuna, Feid",2,2022,10,6,4637,38,90,40,59,0,0,10,29
Nos Comemos (feat. Ozuna),"Ozuna, Tiago pzk",2,2022,6,2,896,0,83,56,82,10,0,9,5
TRUSTFALL,P!nk,1,2023,1,27,2098,16,64,25,89,0,0,15,9
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0,57,30,89,10,0,33,8
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,51,48,82,0,0,5,3
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,75,74,58,36,0,9,3
Plan A,Paulo Londra,1,2022,3,23,1105,0,58,56,83,5,0,7,4
Chance,Paulo Londra,1,2022,4,6,225,0,72,22,46,24,0,9,6
(It Goes Like) Nanana - Edit,Peggy Gou,1,2023,6,15,2259,59,67,96,88,12,19,8,4
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,73,72,32,77,0,15,5
Por las Noches,Peso Pluma,1,2021,6,11,457,24,81,39,60,31,0,7,3
Bye,Peso Pluma,1,2023,5,26,324,14,78,70,81,57,0,10,5
TULUM,"Peso Pluma, Grupo Frontera",2,2023,6,28,266,34,56,63,87,39,0,11,5
Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,77,71,75,33,1,13,4
La Bebe - Remix,"Peso Pluma, Yng Lvcas",2,2023,3,17,2953,44,81,56,48,21,0,8,33
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,79,87,81,4,0,10,4
Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,88,15,56,1,0,8,6
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,66,74,84,25,0,21,4
Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",2,2023,2,3,5184,41,70,86,81,25,0,25,5
Es un Secreto,Plan B,1,2010,7,20,492,36,84,52,77,12,0,7,4
Sky,Playboi Carti,1,2020,12,25,3297,3,79,56,91,26,0,13,21
Selfish,PnB Rock,1,2016,6,23,2468,0,64,4,60,11,0,19,4
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,80,26,85,23,0,11,21
RAPSTAR,Polo G,1,2021,4,9,4731,0,79,44,54,41,0,13,24
Overdrive,Post Malone,1,2023,7,14,410,36,56,48,73,0,0,35,4
Chemical,Post Malone,1,2023,4,14,2528,39,50,37,90,0,0,12,5
Circles,Post Malone,1,2019,8,30,19664,16,70,59,75,24,0,9,4
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,74,43,69,12,0,12,7
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,50,39,78,4,0,11,33
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78,76,91,50,54,0,7,5
Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,67,40,90,3,0,34,6
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,58,44,57,57,0,10,3
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,91,91,96,3,0,3,9
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,41,23,40,27,0,30,5
Columbia,Quevedo,1,2023,7,7,714,43,67,26,71,37,0,11,4
Punto G,Quevedo,1,2022,11,4,1985,35,75,55,76,25,0,10,15
WANDA,Quevedo,1,2023,1,20,888,22,72,96,63,25,0,21,7
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,76,49,56,80,12,10,13
Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,80,33,70,22,0,9,4
Creep,Radiohead,1,1992,9,21,36724,7,53,12,34,1,0,12,4
Komang,Raim Laode,1,2022,8,16,158,4,70,35,41,41,0,10,3
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,81,57,63,40,1,10,4
BABY HELLO,"Rauw Alejandro, Bizarrap",2,2023,6,23,1004,35,77,84,89,17,0,43,5
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,78,59,65,10,0,26,5
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,63,88,93,3,0,10,8
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,54,25,74,14,0,9,11
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,44,38,77,9,0,9,20
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,59,70,74,56,0,11,40
THE SHADE,Rex Orange County,1,2022,3,11,1189,6,90,73,51,39,0,9,6
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,25,17,30,90,0,13,3
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,73,60,77,3,0,11,4
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,82,80,86,1,0,30,13
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,49,42,77,3,0,12,9
Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,54,19,48,36,0,37,5
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,59,20,74,1,0,15,5
SNAP,Rosa Linn,1,2022,3,19,3202,18,56,53,64,11,0,45,6
SNAP,Rosa Linn,1,2022,3,19,1818,0,56,52,64,11,0,45,7
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1,49,13,74,0,0,9,4
Dandelions,Ruth B.,1,2017,4,28,3423,21,61,45,69,2,0,9,3
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,76,92,62,6,0,8,13
Jordan,Ryan Castro,1,2021,4,30,2844,2,80,71,68,6,0,10,37
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,74,68,68,3,0,26,4
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,76,96,72,32,0,9,4
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,73,31,45,85,24,11,3
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,47,33,83,18,0,10,5
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,68,50,49,56,0,8,4
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,70,84,90,17,0,41,6
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2,2022,9,22,8576,42,71,24,47,1,0,27,9
Atlantis,Seafret,1,2015,4,22,3045,6,40,23,48,5,0,12,3
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,74,45,89,5,0,26,13
Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,75,93,86,8,0,14,3
Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,42,47,36,76,0,9,5
Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,66,63,69,21,0,11,7
My Mind & Me,Selena Gomez,1,2022,11,3,953,0,60,24,39,57,0,8,3
Super,SEVENTEEN,1,2023,4,24,271,12,77,35,88,16,0,17,9
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,71,67,60,7,0,6,4
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,72,91,87,14,0,13,3
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,78,50,63,27,0,9,5
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,70,57,64,23,0,8,32
It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,40,7,29,62,0,9,3
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,60,58,69,2,0,58,4
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,86,97,80,36,0,9,6
Cheques,Shubh,1,2023,5,19,67,8,74,36,63,26,0,27,5
Unstoppable,Sia,1,2016,1,21,7681,13,47,27,78,11,0,10,8
Snowman,Sia,1,2017,1,1,5140,0,72,33,51,48,0,9,3
295,Sidhu Moose Wala,1,2021,5,15,246,4,68,54,76,21,0,11,20
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,41,65,88,0,0,26,5
Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,59,63,89,18,0,80,9
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,81,6,84,5,23,6,6
2055,Sleepy hallow,1,2021,4,14,2226,0,78,65,52,46,0,12,31
Die Young (feat. 347aidan),"Sleepy hallow, 347aidan",2,2022,5,25,896,0,81,68,58,83,0,11,34
Bad Decisions (with BTS & Snoop Dogg),"Snoop Dogg, BTS, Benny Blanco",3,2022,8,5,1456,0,77,94,87,2,0,23,12
"Come Back Home - From ""Purple Hearts""",Sofia Carson,1,2022,7,12,367,0,56,43,53,24,0,12,4
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,79,92,89,5,0,6,5
Miss You,Southstar,1,1982,5,16,2020,0,66,24,58,17,0,19,5
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,69,36,90,1,10,15,4
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,72,54,71,26,0,10,4
Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,34,25,51,69,0,18,4
Bad Habit,Steve Lacy,1,2022,6,29,8186,12,69,69,51,63,0,38,4
Dark Red,Steve Lacy,1,2017,2,20,10431,7,60,77,78,45,0,12,6
Static,Steve Lacy,1,2022,7,15,1613,0,34,22,31,43,63,10,7
S-Class,Stray Kids,1,2023,6,2,290,19,89,67,78,9,0,7,33
MANIAC,Stray Kids,1,2022,3,18,651,0,58,71,80,15,0,7,41
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,37,27,56,8,0,13,3
Freaks,Surf Curse,1,2015,5,10,3006,3,35,41,94,0,63,5,5
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,63,22,54,46,0,12,8
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,61,20,48,21,0,12,6
Kill Bill,SZA,1,2022,12,8,8109,77,64,43,73,5,17,16,4
Snooze,SZA,1,2022,12,9,2839,25,56,39,55,14,0,11,13
Low,SZA,1,2022,12,9,1911,0,70,34,55,43,0,16,6
Nobody Gets Me,SZA,1,2022,12,9,2536,6,36,28,28,81,0,18,3
Shirt,SZA,1,2022,10,28,3469,0,82,55,45,15,3,9,10
Blind,SZA,1,2022,12,9,1484,0,46,60,28,91,0,21,4
Good Days,SZA,1,2020,12,24,10426,2,46,53,78,23,0,72,6
Seek & Destroy,SZA,1,2022,12,9,1007,0,65,35,65,44,18,21,7
Love Language,SZA,1,2022,12,9,1127,0,71,55,26,85,0,13,8
Special,SZA,1,2022,12,9,906,0,60,19,20,78,0,11,5
SOS,SZA,1,2022,12,9,827,0,51,51,66,67,0,9,23
Gone Girl,SZA,1,2022,12,9,892,0,43,42,44,57,0,15,6
F2F,SZA,1,2022,12,9,989,0,53,47,74,9,0,34,4
Notice Me,SZA,1,2022,12,9,819,0,72,78,68,28,0,11,12
I Hate U,SZA,1,2021,12,3,4094,0,54,41,39,51,0,11,16
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,47,33,68,24,0,22,38
Conceited,SZA,1,2022,12,9,899,0,79,77,46,5,0,11,7
Too Late,SZA,1,2022,12,8,714,0,45,35,68,78,0,39,8
Far,SZA,1,2022,12,9,680,0,61,48,55,67,0,16,8
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,77,74,66,30,0,13,3
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,73,71,69,53,0,32,9
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,62,59,43,84,3,11,5
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,67,22,59,76,1,15,16
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,79,60,68,7,0,26,4
Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76,26,70,1,0,41,6
MOJABI GHOST,"Tainy, Bad Bunny",2,2023,6,29,859,40,81,74,71,14,0,56,4
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,84,96,71,18,0,34,17
you broke me first,Tate McRae,1,2020,4,17,6638,0,64,8,37,79,0,9,5
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,61,65,64,1,0,12,4
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,55,58,72,11,0,11,15
Anti-Hero,Taylor Swift,1,2022,10,21,9082,56,64,51,63,12,0,19,5
Blank Space,Taylor Swift,1,2014,1,1,11434,53,75,57,68,9,0,13,6
Style,Taylor Swift,1,2014,1,1,7830,42,60,48,79,0,0,12,4
cardigan,Taylor Swift,1,2020,7,24,7923,29,61,53,58,55,0,27,4
Karma,Taylor Swift,1,2022,10,21,3818,23,64,10,62,7,0,48,7
Enchanted (Taylor's Version),Taylor Swift,1,2023,7,7,148,24,51,22,53,1,0,15,3
Back To December (Taylor's Version),Taylor Swift,1,2023,7,7,139,17,50,20,64,1,0,12,3
Lover,Taylor Swift,1,2012,1,1,8448,23,43,50,55,50,0,15,10
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,65,49,78,0,0,17,4
august,Taylor Swift,1,2020,7,24,7324,22,51,42,61,53,0,9,3
Enchanted,Taylor Swift,1,2010,1,1,4564,16,45,24,62,8,0,16,3
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,65,95,80,5,0,41,16
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,50,67,89,0,0,19,8
Hits Different,Taylor Swift,1,2023,5,26,547,0,67,24,78,15,0,30,4
Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,73,10,44,26,0,16,8
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,72,40,47,71,0,13,4
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,64,18,37,72,0,12,7
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,69,40,39,41,0,13,6
Maroon,Taylor Swift,1,2022,10,21,2304,0,64,4,40,6,0,10,6
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,70,39,56,6,0,9,7
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,63,21,52,28,0,9,3
This Love (Taylor's Version),Taylor Swift,1,2022,5,6,1492,0,47,7,50,32,0,7,4
Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,80,16,28,17,0,12,39
Question...?,Taylor Swift,1,2022,10,21,1608,0,75,11,50,20,0,30,17
Mastermind,Taylor Swift,1,2022,10,21,1936,0,66,12,35,55,0,9,14
Labyrinth,Taylor Swift,1,2022,10,21,1597,0,48,15,31,80,22,12,4
Sweet Nothing,Taylor Swift,1,2022,10,21,1747,0,34,39,16,97,0,12,5
"Would've, Could've, Should've",Taylor Swift,1,2022,10,21,1715,0,48,55,84,43,0,15,12
The Great War,Taylor Swift,1,2022,10,21,1274,0,57,55,74,22,0,8,4
Bigger Than The Whole Sky,Taylor Swift,1,2022,10,21,1180,0,42,7,24,83,1,12,6
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,62,7,62,6,0,58,6
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,66,19,32,69,0,12,4
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,64,54,81,36,0,11,6
Fim de Semana no Rio,teto,1,2022,3,30,315,2,87,28,50,12,0,10,10
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,77,40,47,2,0,9,3
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,61,47,65,3,0,17,4
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,75,64,52,41,0,11,3
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,32,49,72,0,0,9,4
Love Again,The Kid Laroi,1,2023,1,27,1283,0,66,47,40,72,0,11,3
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,38,20,66,9,0,9,8
Mr. Brightside,The Killers,1,2003,9,23,51979,15,35,24,93,0,0,10,8
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61,61,41,81,5,2,10,3
Softcore,The Neighbourhood,1,2018,3,9,3947,12,57,36,58,5,0,15,3
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,59,33,52,7,15,12,3
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,82,73,45,54,0,7,3
Notion,The Rare Occasions,1,2016,8,5,2393,0,31,30,88,7,0,8,8
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,53,84,77,40,0,32,3
I Love You So,The Walters,1,2014,11,28,7536,7,58,46,67,65,0,13,4
Die For You,The Weeknd,1,2016,11,24,2483,59,59,51,52,9,0,15,7
Blinding Lights,The Weeknd,1,2019,11,29,43899,69,50,38,80,0,0,9,7
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,68,61,82,2,0,50,3
Reminder,The Weeknd,1,2016,11,25,6518,17,71,40,50,16,0,16,22
Call Out My Name,The Weeknd,1,2018,3,29,11087,6,45,17,60,21,0,33,4
The Hills,The Weeknd,1,2015,5,27,25744,4,36,12,57,9,0,14,8
After Hours,The Weeknd,1,2020,2,19,8084,6,66,16,57,10,1,12,3
Sacrifice,The Weeknd,1,2022,1,7,4440,0,70,91,79,3,0,7,10
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,70,60,58,4,0,16,3
Out of Time,The Weeknd,1,2022,1,7,3711,0,65,82,74,27,0,32,5
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,80,62,51,2,0,9,8
Gasoline,The Weeknd,1,2022,1,7,2297,0,74,35,73,0,0,21,5
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,53,50,79,0,0,8,3
Take My Breath,The Weeknd,1,2021,8,6,2597,0,70,35,77,1,0,26,4
Best Friends,The Weeknd,1,2022,1,7,1292,0,49,49,59,44,0,35,21
Dawn FM,The Weeknd,1,2022,1,7,811,0,27,10,49,62,0,49,5
Starry Eyes,The Weeknd,1,2022,1,7,1014,0,28,13,41,50,0,19,3
A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,46,55,50,71,0,10,11
Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,44,52,94,11,0,4,29
Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,46,23,48,75,30,14,4
Take My Breath,The Weeknd,1,2021,8,6,6392,0,75,53,74,2,0,11,5
Creepin',"The Weeknd, 21 Savage, Metro Boomin",3,2022,12,2,6036,88,71,17,61,36,0,8,5
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79,68,49,59,16,0,13,28
Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,60,10,57,1,0,50,3
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,32,17,74,14,0,17,3
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,66,18,68,9,0,12,4
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,59,52,48,38,5,10,11
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,75,85,84,10,0,31,19
Popular (with Playboi Carti & Madonna) - The Idol Vol. 1 (Music from the HBO Original Series),"The Weeknd, Madonna, Playboi Carti",3,2023,6,2,1945,87,85,83,68,7,0,36,20
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,68,72,78,4,0,7,5
Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,56,16,67,0,0,11,4
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,73,65,79,5,2,11,6
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,70,57,57,9,20,11,7
Cupido,Tini,1,2023,2,14,1240,24,91,63,58,52,0,31,22
Bar,"Tini, L-Gante",2,2021,11,11,755,4,52,68,69,13,0,33,8
Another Love,Tom Odell,1,2012,10,15,18371,83,45,13,54,70,0,9,4
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,71,83,89,1,0,17,9
Dance Monkey,Tones and I,1,2019,5,10,24529,0,82,54,59,69,0,18,10
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,66,58,79,23,0,22,20
The Color Violet,Tory Lanez,1,2021,12,10,2585,32,65,46,53,16,0,9,5
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,49,24,66,19,0,18,29
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,80,15,54,9,0,38,5
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,75,48,53,18,0,18,34
DARARI,Treasure,1,2022,2,15,328,0,72,55,64,49,0,7,4
Lovezinho,Treyce,1,2022,7,28,242,0,82,61,59,30,0,12,4
Rush,Troye Sivan,1,2023,7,13,864,78,74,35,84,0,0,11,6
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,56,41,57,1,0,13,3
DANCE CRIP,Trueno,1,2021,11,17,731,0,86,86,79,11,0,8,9
Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,67,78,63,29,0,12,5
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,64,76,44,70,9,12,4
Lovers Rock,TV Girl,1,2014,6,5,6339,13,56,57,87,0,1,10,4
The Feels,TWICE,1,2021,10,1,1150,0,81,92,90,9,0,8,7
Talk that Talk,TWICE,1,2022,8,26,615,0,77,78,91,14,0,33,12
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,58,17,62,18,0,20,8
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,80,24,65,2,0,9,4
DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,71,80,65,51,0,22,32
SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,48,50,80,40,0,37,20
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,62,46,73,10,0,67,11
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64,56,58,56,37,0,11,10
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,71,37,52,62,0,11,36
Christmas Tree,V,1,2021,12,24,509,9,44,18,38,70,0,12,4
Riptide,Vance Joy,1,1975,1,1,31123,55,48,50,73,43,0,15,4
En El Radio Un Cochinero,Victor Cibrian,1,2022,5,13,514,0,70,97,62,47,0,10,4
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,77,65,80,6,0,15,4
Alien Blues,Vundabar,1,2015,7,24,1930,0,47,44,76,8,91,9,3
Last Christmas,Wham!,1,1984,1,1,22153,0,74,88,65,28,0,46,3
Wait a Minute!,Willow,1,2015,1,11,11985,0,76,63,71,3,0,10,3
"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,92,59,51,41,51,26,8
Revenge,XXXTENTACION,1,2017,8,25,3600,11,75,18,25,78,0,11,26
Hope,XXXTENTACION,1,2018,3,16,3659,0,59,23,46,66,0,15,6
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,71,63,45,45,0,11,3
Yandel 150,"Yandel, Feid",2,2022,12,20,3618,38,78,58,73,5,0,10,7
Talk,YEAT,1,2022,9,2,920,0,70,26,76,8,0,54,23
La Bebe,Yng Lvcas,1,2021,12,24,489,17,78,75,46,62,0,12,35
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,77,49,42,1,1,13,19
Betty (Get Money),Yung Gravy,1,2022,6,10,2402,0,73,62,75,0,0,34,8
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,60,37,71,8,0,48,4
